ra,dec,pmra,pmdec
6.166525597827789973e+00,-7.189014785775793825e+01,5.392393628352503576e+00,-2.600258201917450496e+00
6.370657888592091034e+00,-7.204225922892824485e+01,6.203589682407448791e+00,-2.917926546751693273e+00
5.853390011232472823e+00,-7.202067149439471905e+01,5.462185394994018672e+00,-3.228960293657926250e+00
6.161321184272635421e+00,-7.212697923234510711e+01,5.890949700461107774e+00,-2.739790752727428114e+00
5.240914412244150000e+00,-7.208558215612536912e+01,5.231661750758302531e+00,-3.023583473627112994e+00
6.270278385836864032e+00,-7.218669791090306376e+01,5.193249711726264373e+00,-3.204721192092054416e+00
6.306298744610914220e+00,-7.217777400344856176e+01,5.122431550719031890e+00,-2.882373791833047427e+00
5.576646168608379028e+00,-7.193982708999796216e+01,5.601939280793512665e+00,-2.909301395594294348e+00
4.685018610477838408e+00,-7.165642400531166345e+01,5.342304125623345001e+00,-2.954289782779149220e+00
6.689301389477130932e+00,-7.185896391100826008e+01,5.969025143088647845e+00,-2.484383326393160729e+00
5.727332630140372416e+00,-7.212292148880509046e+01,4.912060531867839863e+00,-2.569356547848868022e+00
5.694176651870133554e+00,-7.216275018753491111e+01,5.317199814836129690e+00,-3.177680633015949496e+00
5.861942596040663922e+00,-7.220885970460372505e+01,5.323402158303339959e+00,-3.102695073089444477e+00
5.434091381527593079e+00,-7.229091803362369717e+01,5.135423434640530083e+00,-2.922182119427993996e+00
6.240863136069687123e+00,-7.192097236815322958e+01,5.773985349697921876e+00,-2.792190824243479863e+00
6.885834761404465709e+00,-7.211885480600102483e+01,5.344211229327768820e+00,-2.413312531563410523e+00
6.878481297786279036e+00,-7.229160400705046641e+01,5.183272738752899400e+00,-2.500268628360962087e+00
5.330539723261317420e+00,-7.198082916454912095e+01,5.042928136895948654e+00,-3.225530178738056808e+00
5.365815660897219175e+00,-7.194872140660413606e+01,5.441781278360565466e+00,-2.868502776097669127e+00
5.959816687869721186e+00,-7.218310088926801882e+01,5.879718298916844610e+00,-2.608579657450849076e+00
5.928175802263195848e+00,-7.195881331189198704e+01,5.093706077626957374e+00,-3.049152840187057567e+00
6.112666617926445056e+00,-7.222934407481277219e+01,5.640990276177415552e+00,-2.396038766616312543e+00
5.118138663145988865e+00,-7.218828228783755208e+01,5.624475733398994315e+00,-3.091930472336784419e+00
6.299824065074908219e+00,-7.230830913303667273e+01,5.436209210825732718e+00,-2.886694471862503164e+00
5.679238443741943421e+00,-7.216184937456115733e+01,5.356904208523753042e+00,-2.630872362397594699e+00
6.284866714330860304e+00,-7.196982170747087082e+01,5.171655780766302613e+00,-2.990341391728266629e+00
5.942595388195214490e+00,-7.211068556075225899e+01,5.948003889415185874e+00,-2.810490516140300432e+00
5.807307170270634700e+00,-7.190781236126044007e+01,5.295182945343670511e+00,-2.617162668015353688e+00
5.879078842494429580e+00,-7.194605925193350515e+01,5.515023397235107261e+00,-2.659827841827919759e+00
5.929843288998201345e+00,-7.175760729982914654e+01,5.368303885007325249e+00,-2.817678284549298251e+00
6.721414016403732816e+00,-7.191924744008271375e+01,5.737612667525217702e+00,-3.112957710748497142e+00
5.924518260466213881e+00,-7.182021854855192089e+01,5.277202213251743323e+00,-3.084549345230969575e+00
6.488067115917207417e+00,-7.240919953745104465e+01,5.270334377888787003e+00,-3.025007605361613283e+00
6.921383282934398196e+00,-7.231535245660387545e+01,5.404918798572909466e+00,-2.738339618920987650e+00
6.310785730553909012e+00,-7.196098182153099287e+01,5.200766818979543515e+00,-2.641163855217215861e+00
5.807653085080575650e+00,-7.203773534580470539e+01,5.376118669200476319e+00,-2.470729203516287331e+00
5.964709621376049320e+00,-7.208408159738891641e+01,5.442158487831338931e+00,-2.717823507762281654e+00
4.815800671820085199e+00,-7.188762027141197564e+01,5.171846841179154275e+00,-2.989497839833574311e+00
6.207714574135286156e+00,-7.195689379049468926e+01,5.310872950535192594e+00,-2.784141303347009710e+00
5.932390222643757483e+00,-7.208760473345009245e+01,5.753822925050568138e+00,-2.767617543031302141e+00
5.855534070978965389e+00,-7.228519101083270471e+01,5.228825749237794973e+00,-2.532475899400277175e+00
6.404999698365258176e+00,-7.209501937717554654e+01,5.381094284950497020e+00,-2.522978990400853494e+00
4.958053579944159850e+00,-7.207014403765792565e+01,5.696190815688971121e+00,-3.078569400842445347e+00
4.888177319558376865e+00,-7.229923521503440043e+01,5.623676661337886351e+00,-2.825844587660637508e+00
6.354202110050638730e+00,-7.221078222535561508e+01,5.493950496522820082e+00,-2.401472665559107433e+00
5.503226649135277704e+00,-7.229050164650664101e+01,5.672962030515588339e+00,-2.775132145663505412e+00
5.332620800130023042e+00,-7.211222920669622738e+01,5.418499939538713228e+00,-3.028292563869715792e+00
8.004776399838396728e+00,-7.195680964059638995e+01,5.463022046010848953e+00,-2.864416835308495557e+00
6.812927757592047939e+00,-7.173840223535005123e+01,5.482302658291162700e+00,-2.711886811344902615e+00
6.563784790206296904e+00,-7.200277928376272030e+01,5.237881155122109611e+00,-2.795732483553247771e+00
7.148470767876886178e+00,-7.194657729404652002e+01,5.689789664461633478e+00,-3.022775457987163961e+00
6.183171855806034678e+00,-7.195578788423814842e+01,5.334018570262530901e+00,-3.313006065028454739e+00
6.083696122571218723e+00,-7.174032093328814597e+01,5.519944354968571609e+00,-2.931366131184240054e+00
6.498421098226002002e+00,-7.228125837706821244e+01,5.569504686103107005e+00,-2.704279805275497495e+00
6.488519910087557463e+00,-7.231516698712847813e+01,5.353112268012335306e+00,-2.913105348520312887e+00
5.623154732210615236e+00,-7.198064742876033506e+01,5.200008348746291809e+00,-2.723241932788653230e+00
6.228588274897454369e+00,-7.196276490770337375e+01,5.422636534541328324e+00,-3.119368687276257379e+00
5.163221286963931789e+00,-7.224673749229590669e+01,5.205028398698173575e+00,-3.022408629830101834e+00
6.245453845058835718e+00,-7.194875883454980681e+01,5.806910779566540448e+00,-2.597717512552910613e+00
6.112697847698440157e+00,-7.204963667116795989e+01,5.613007813530007439e+00,-2.746736890984597501e+00
5.245402325257424003e+00,-7.199935406802913462e+01,5.154072256277896891e+00,-2.706835223326229389e+00
6.700270070965954616e+00,-7.231066136776938436e+01,5.664176770284406359e+00,-2.723389322813832170e+00
4.996357496819145538e+00,-7.153043793493741020e+01,5.611586780625997584e+00,-2.985796126912761750e+00
6.353952929417371998e+00,-7.199188205782368755e+01,6.106423070927625929e+00,-2.853037627243763641e+00
6.008207684559374151e+00,-7.206475679451807537e+01,5.790731628541511355e+00,-3.176859414412197324e+00
5.838957211047305584e+00,-7.192670373953522756e+01,5.615255862905290662e+00,-3.076090720533917633e+00
5.903425625481774297e+00,-7.210238447471900258e+01,5.585793468829461261e+00,-3.264157228974568614e+00
7.289294688341514394e+00,-7.186367297229692497e+01,5.433100447470367911e+00,-2.804480418892067561e+00
6.068582858057453677e+00,-7.199122129478614340e+01,5.639973331614820395e+00,-2.811816715378814280e+00
6.383636483343677170e+00,-7.236221144169672925e+01,5.623640077165657836e+00,-2.861094513208487289e+00
6.710841670313255847e+00,-7.195294383825540763e+01,5.729179936175937016e+00,-2.831029662573784744e+00
6.854035856897803036e+00,-7.171986055146129502e+01,5.577500688603087120e+00,-2.820374671152703350e+00
5.414549706544911523e+00,-7.203011229092496137e+01,5.658920847005712851e+00,-2.986626944010596141e+00
5.549221639166189490e+00,-7.203225419318255263e+01,5.757207801985913420e+00,-3.185150685978345386e+00
6.927246357632031781e+00,-7.212773405219415679e+01,5.697489190626120248e+00,-2.756351989688745618e+00
6.204467409792526311e+00,-7.212536898203801172e+01,5.006145593830991558e+00,-3.242791555560895489e+00
6.459836254981064840e+00,-7.213685307548735182e+01,5.428428455082737081e+00,-2.728827698832662296e+00
6.775303466567176081e+00,-7.201463726970438017e+01,5.507511300986643654e+00,-3.014854888440015035e+00
5.841995382050726882e+00,-7.204971883324290616e+01,5.727612126639129109e+00,-2.807963996253469041e+00
5.415643407349751470e+00,-7.201373562545163054e+01,5.648626095169973382e+00,-2.971466399858387675e+00
6.227879378536598232e+00,-7.198891889523621046e+01,5.918190319578899405e+00,-2.892187879835052211e+00
6.129646178259430478e+00,-7.214949242152653142e+01,5.579923495823665647e+00,-2.990089212166849197e+00
5.336100955212592645e+00,-7.221287652293429460e+01,5.214643255356352647e+00,-2.968406942220584988e+00
6.569448824268661724e+00,-7.171002500909722244e+01,5.664037955176368655e+00,-3.141608589784477434e+00
6.175489858375096119e+00,-7.218808436958190100e+01,5.854843360938708052e+00,-2.419145606664864445e+00
4.944843262218157953e+00,-7.164384165870491472e+01,5.398589698105173085e+00,-2.707176346229680064e+00
5.935780733609656856e+00,-7.230268356796224793e+01,5.883372179472859287e+00,-2.802773170518999546e+00
4.984205427427489177e+00,-7.197614885524188821e+01,5.678690891647091732e+00,-2.975017905706417665e+00
5.528826006339753185e+00,-7.240028265150637310e+01,5.258662818122163962e+00,-3.174121020943490468e+00
6.197973793126664965e+00,-7.222266011183678813e+01,6.003419023003221611e+00,-3.231151551724706916e+00
5.312090433476848617e+00,-7.189663696343589550e+01,5.427031994578642937e+00,-3.506455520886960553e+00
5.994507932101432957e+00,-7.184315311732564169e+01,5.509624733205094493e+00,-3.146094725205307530e+00
6.069724050976212482e+00,-7.216213906926886068e+01,5.826875628618912728e+00,-2.904855418538891065e+00
5.659289621396585979e+00,-7.183594510901448871e+01,5.408971801110632249e+00,-2.759349276882880897e+00
7.037003715724738484e+00,-7.172938922389130312e+01,5.608045403900691284e+00,-2.760814055500708353e+00
7.175849886496751928e+00,-7.193118024590883408e+01,5.671918764369497268e+00,-2.828714396374049311e+00
6.144821881378144113e+00,-7.201041820080305911e+01,5.402461613963158271e+00,-2.502867740323587942e+00
5.472815267970725372e+00,-7.234031163327956904e+01,5.430783780657129967e+00,-3.046558063742533129e+00
6.543563011781414751e+00,-7.216195733238750165e+01,5.377691034178785578e+00,-2.472932906720896717e+00
5.594113356649111246e+00,-7.230532759414046495e+01,5.874569697453736694e+00,-3.056032880867266766e+00
6.149171374502118148e+00,-7.202333688753276419e+01,5.332798864900962776e+00,-2.979481017037377555e+00
5.803341028959609460e+00,-7.215780729327111942e+01,5.213615184600332242e+00,-2.978628554970857323e+00
5.606685663696534760e+00,-7.210252241822659869e+01,5.464071798458051354e+00,-3.170222962548027379e+00
6.803998375308306201e+00,-7.189111748027490023e+01,5.416027620026045319e+00,-2.936866269470529645e+00
6.282558666691888227e+00,-7.170421370581686915e+01,5.550227302693578224e+00,-3.199509713860365867e+00
6.041764270353886523e+00,-7.237007141442816760e+01,5.576518432714294704e+00,-3.021789238681298340e+00
5.888213513327905879e+00,-7.182352790172005541e+01,5.911400440667681444e+00,-3.019501490395017917e+00
6.928186811247091015e+00,-7.180312970153785557e+01,5.844226919504531104e+00,-2.943155866188468028e+00
5.354882249528634119e+00,-7.159840957367259762e+01,5.738750675079533181e+00,-2.895132739098487562e+00
6.902723037183291943e+00,-7.221956570562250022e+01,5.161594580182359948e+00,-2.954984907050492993e+00
6.019947784494707577e+00,-7.204775807693414436e+01,5.221663262571961006e+00,-2.978687814402828593e+00
6.157878742457906007e+00,-7.186405149558282801e+01,5.831808154421469936e+00,-2.647246233537581261e+00
5.533956564073991835e+00,-7.190404400297619247e+01,5.671802228514044586e+00,-3.083367826905711873e+00
4.618036782503711635e+00,-7.224218504367739513e+01,5.457302128062172741e+00,-3.273179544210331748e+00
6.346798625970105689e+00,-7.217053853309347744e+01,5.391821659591795601e+00,-2.396024650633973962e+00
6.259819229232312487e+00,-7.205792597613390171e+01,5.659462345555899887e+00,-3.133171754505875484e+00
5.491674077524705488e+00,-7.242546161385256198e+01,5.554711833597290038e+00,-2.705371426735864837e+00
5.687854892677356666e+00,-7.214238956103099554e+01,5.724875711215326568e+00,-2.507956268432556257e+00
5.921901358325984077e+00,-7.216993012184829581e+01,5.714719310482474945e+00,-3.102944331074895867e+00
6.130374029108824452e+00,-7.224893402585259139e+01,5.218216593034286532e+00,-2.788980512713836291e+00
6.018851967673389147e+00,-7.204123764522330475e+01,5.453544160645993344e+00,-3.014433019163634153e+00
6.424741151179394372e+00,-7.204182647442951293e+01,5.494876006049235428e+00,-2.738102718473437669e+00
6.816288259765344471e+00,-7.202829070934457434e+01,5.736191121660634273e+00,-3.057055280740710312e+00
5.667781386924095166e+00,-7.176260521992196573e+01,5.445635593304724686e+00,-2.637047972060754919e+00
6.626120519150213717e+00,-7.214378697455337885e+01,5.318987759848877950e+00,-3.020368539395027252e+00
5.343939742560916528e+00,-7.203996797517861239e+01,5.393302505070736608e+00,-3.056053319709304272e+00
6.101575513559033048e+00,-7.223832403016156434e+01,5.556416981110047892e+00,-3.124293111658197120e+00
5.893798079725099726e+00,-7.238535007127732968e+01,5.544876858751748294e+00,-2.668588898594456804e+00
5.918395973277669420e+00,-7.213252631815693405e+01,5.466932886161409044e+00,-2.989266884171252414e+00
6.169863127416515880e+00,-7.201936925742060680e+01,5.426894731008728989e+00,-2.905789282147158037e+00
5.855722023585417269e+00,-7.215509161242664504e+01,5.619377231547403539e+00,-2.874884638096356415e+00
5.016348755557221928e+00,-7.225519451216757716e+01,5.350834172265262367e+00,-3.207969716222856427e+00
5.309314790155156949e+00,-7.214628020424019894e+01,5.623277276291603677e+00,-2.785073842307126402e+00
6.267690695380665034e+00,-7.194589180167086795e+01,5.782269306884747273e+00,-2.864849096291808284e+00
6.375901694284067389e+00,-7.184087336430104642e+01,5.528180979661122763e+00,-2.775110166932996503e+00
5.562775384415968638e+00,-7.232709924224286624e+01,5.621463919104445317e+00,-3.252752332714951677e+00
6.088916669753956512e+00,-7.218205421094705798e+01,5.554663298325730914e+00,-2.507637906724944798e+00
6.499946506031539784e+00,-7.211985008555805621e+01,5.316122466082553899e+00,-3.072762778361120883e+00
6.992888130261111002e+00,-7.217521928294665656e+01,5.631368952393039251e+00,-2.398806648876040892e+00
6.291507442315810827e+00,-7.215290369109378332e+01,5.947007764474236069e+00,-3.066452234910943986e+00
5.812835892246402736e+00,-7.203783688537912155e+01,5.174966026649781448e+00,-3.106975776264869538e+00
5.273442334609555360e+00,-7.218258015510686221e+01,5.346616169465200130e+00,-2.678879109134003400e+00
5.961833216919796286e+00,-7.171225942705092393e+01,5.335261136070488242e+00,-3.133737938113883903e+00
6.755062363222675614e+00,-7.240799816153831614e+01,5.571023875139477610e+00,-2.715779974769933602e+00
5.830616597797478207e+00,-7.191670581682795671e+01,5.920577519308907632e+00,-3.168004699238012201e+00
5.825204498738421499e+00,-7.208785611728693254e+01,5.524831257093095083e+00,-3.046673561226526772e+00
6.220642419725337824e+00,-7.194743816171585138e+01,5.662493824366669593e+00,-2.885259750763388364e+00
6.087271518682383586e+00,-7.239909257371003548e+01,5.418867945891370219e+00,-2.548990347060240858e+00
6.185055224056680956e+00,-7.216560274804029973e+01,5.339352820680097977e+00,-2.693138645335725556e+00
5.329284809626968489e+00,-7.194925211195479164e+01,5.316374105437581044e+00,-2.831633321601262576e+00
6.903605557780195134e+00,-7.207659232357204360e+01,5.748404879306214355e+00,-2.505592067557978808e+00
5.889436994093358635e+00,-7.203625020825181480e+01,5.426985512192555206e+00,-2.868412817489026878e+00
5.987006278179972441e+00,-7.240974244045541752e+01,5.697386094207208984e+00,-2.836799340215126808e+00
6.019514825512609413e+00,-7.205230061967390043e+01,5.659312718235205431e+00,-3.443195441165364468e+00
5.903433430574483332e+00,-7.207058880270557211e+01,5.514263621551003247e+00,-3.417391846405808842e+00
5.969627212679180950e+00,-7.195888575207901283e+01,5.822659251694466853e+00,-3.094553701806296520e+00
6.058461082478908466e+00,-7.219623519945928081e+01,5.450580289986921123e+00,-2.823498156269600212e+00
6.114838772384847410e+00,-7.215642136477534052e+01,5.419769345612514222e+00,-3.132336953004552615e+00
5.512958912728040950e+00,-7.195625335194483796e+01,5.468101304230201798e+00,-3.096251218593845778e+00
5.539522783332947675e+00,-7.174865611901174134e+01,5.461229858627924649e+00,-2.744397749844356138e+00
5.513292077461507290e+00,-7.185865756261189574e+01,5.451854594842932222e+00,-2.485580875774234588e+00
4.572094813660013024e+00,-7.153099830350291199e+01,5.329985074603545314e+00,-2.999575299104214388e+00
6.325920229953646334e+00,-7.208349262828537007e+01,5.952568141222344344e+00,-2.668488321054398593e+00
6.640542214859879167e+00,-7.198551243283466761e+01,5.640955790389625690e+00,-2.622891779467410700e+00
6.569433921557642719e+00,-7.204784668472184705e+01,5.493251319599536053e+00,-2.977594862954292765e+00
5.891181595092194634e+00,-7.203793931978789544e+01,5.430075530487740387e+00,-2.837837487597173247e+00
5.522728667531200841e+00,-7.185970998032239265e+01,5.125590853965368510e+00,-3.061527117196499947e+00
4.513210347508291420e+00,-7.221696235427943122e+01,5.440327592029370329e+00,-3.215843098132307176e+00
6.254074968958083680e+00,-7.211879219070310398e+01,5.315107600108889940e+00,-3.170443693545524244e+00
6.001367252011739595e+00,-7.195910368678522673e+01,5.304372924053937233e+00,-2.709212196290828878e+00
5.771717847070165774e+00,-7.221860782955100433e+01,5.566610793510597510e+00,-3.025078145299489929e+00
5.651485068765269126e+00,-7.203129555749633539e+01,5.222430377871333462e+00,-2.559132716184816747e+00
4.743101544209651799e+00,-7.229963048023435590e+01,5.438159049872864692e+00,-3.155872907864201160e+00
5.673906950555804407e+00,-7.181637885736192572e+01,5.259624720156624633e+00,-2.823647859424941675e+00
5.987540632804665641e+00,-7.204951668571875700e+01,5.738463068186852922e+00,-2.987730366840165797e+00
5.832501354919312320e+00,-7.199540391764534775e+01,5.399650020294199493e+00,-2.766629765201932933e+00
6.271276036488041328e+00,-7.212653782375279832e+01,5.272621101094119744e+00,-3.514285077048846517e+00
6.684291629400452628e+00,-7.202071647925912146e+01,5.389728951395344581e+00,-2.764739142167257135e+00
5.844511383805868654e+00,-7.183688339048913463e+01,5.528174454259295878e+00,-2.837320727463852776e+00
6.496249886709639654e+00,-7.218512464153420183e+01,5.156926360818162358e+00,-2.830834027778180939e+00
5.723499928932843872e+00,-7.213358542975490195e+01,5.276627385520975544e+00,-2.976642264715904318e+00
6.246440195413563323e+00,-7.227762288195717133e+01,5.784350351920199529e+00,-2.675661301192765684e+00
6.241208713187069712e+00,-7.203284422786484242e+01,5.665378649168057557e+00,-2.768423008069939684e+00
5.962904491005049046e+00,-7.196327788187906549e+01,5.301932973501522817e+00,-2.822637677872687156e+00
7.554797675341487384e+00,-7.200457675630680399e+01,5.609085857837360578e+00,-2.605319448962055695e+00
6.517526596134418426e+00,-7.209408554341074193e+01,5.393221576326498123e+00,-3.340235766782692739e+00
6.204088631395824116e+00,-7.184055215659981286e+01,5.462178654183082571e+00,-2.655061961115436020e+00
6.454000395513483035e+00,-7.184831589225036907e+01,5.627218052003930104e+00,-2.841321201737821323e+00
6.240148359778345366e+00,-7.186197261728375452e+01,5.105172784231157834e+00,-2.822347099882684951e+00
5.650683620950846198e+00,-7.210874033855358789e+01,5.150910540916310509e+00,-3.046974746378595444e+00
5.858105875266581997e+00,-7.193733312887860620e+01,5.714421948648344518e+00,-2.965758150139568894e+00
5.801279840109209829e+00,-7.210666730587936968e+01,5.419203071506177416e+00,-2.625489524107233130e+00
5.751924795853401662e+00,-7.204372341478917008e+01,5.540360127917043798e+00,-3.331666751021450157e+00
6.148159405126140342e+00,-7.193667767577608174e+01,5.017921324231330971e+00,-3.081320003470349178e+00
4.540295870176792370e+00,-7.214423901653110249e+01,5.738023430181135254e+00,-3.197256443894563205e+00
6.268524527082883324e+00,-7.238293776971185878e+01,5.590216548626829152e+00,-2.737829173604304778e+00
6.691626477976932108e+00,-7.176968090175975590e+01,5.398070101870983351e+00,-2.462898071988492532e+00
5.622817793171499545e+00,-7.204952249631678285e+01,5.258763818157279779e+00,-2.748413876853852855e+00
5.341673717293726753e+00,-7.228145130793264173e+01,5.750299018284414032e+00,-3.089478842371942591e+00
5.729777774670772317e+00,-7.213767830819196547e+01,5.558709667476867899e+00,-2.874499617473431634e+00
5.491199146588140678e+00,-7.204951466721796294e+01,5.656411354158008109e+00,-3.173764117801767703e+00
6.091865235823249236e+00,-7.187092272910955160e+01,5.660778357107865588e+00,-2.838210977811463032e+00
5.617697945029611617e+00,-7.214899027052214819e+01,5.314789733355621770e+00,-2.861748555510396752e+00
6.161879207033252648e+00,-7.173028580031161994e+01,5.712708020385181662e+00,-2.646218356030503926e+00
5.947010714596349779e+00,-7.248095745128838985e+01,5.296523142144828000e+00,-3.095655159600624096e+00
5.044108859829786518e+00,-7.190563547578383918e+01,5.396069241011680617e+00,-2.746207999104756325e+00
6.554703499334179284e+00,-7.193339575980509437e+01,5.755278704471034956e+00,-2.673692887799088869e+00
7.341463865648979237e+00,-7.178883876012550047e+01,5.741196753193596791e+00,-2.870232777676190672e+00
5.696062233708609313e+00,-7.191636868975038510e+01,5.361919197919801761e+00,-3.380079957073075292e+00
5.812537468569364485e+00,-7.204988039663163590e+01,5.586037696587781376e+00,-3.288623390230437593e+00
5.309311381691733445e+00,-7.181404923731462020e+01,5.367103531010020134e+00,-2.974509178639135776e+00
6.326847829333509310e+00,-7.208421677453964094e+01,5.796781366412583125e+00,-2.691928713421811281e+00
6.076993617126799307e+00,-7.187582541268493230e+01,5.784022920967842651e+00,-3.056040938810383523e+00
6.814089775402452531e+00,-7.199647478222900077e+01,5.491272829916060694e+00,-2.873794128508833978e+00
6.122267630758168266e+00,-7.177284360512986439e+01,5.486439462993932814e+00,-2.978189591856822638e+00
5.640559984816726491e+00,-7.183230506579981522e+01,5.515484255795691126e+00,-2.752525531912887402e+00
6.054699909634587485e+00,-7.194482911926861846e+01,5.639289986546149436e+00,-3.104445813120019881e+00
5.984015994183301324e+00,-7.192626772110041600e+01,5.519514366005473072e+00,-2.706855458146243620e+00
7.231664450248324272e+00,-7.192613865124185679e+01,5.236302977834014882e+00,-2.815806888450839818e+00
6.091299667699971110e+00,-7.191948471728586867e+01,5.765640047414150260e+00,-3.052056176019386946e+00
6.508015283876262380e+00,-7.219718869777173609e+01,5.577846094300679347e+00,-3.347061909848444650e+00
6.584445396752012236e+00,-7.224624418218186861e+01,5.343409705631044559e+00,-2.589104054164484303e+00
6.073462372883328797e+00,-7.195291813878823461e+01,5.753736926367840177e+00,-2.710874654264685546e+00
5.343788279543637110e+00,-7.229830861616767379e+01,5.437433305147507667e+00,-2.874589545629282927e+00
6.628200397025445945e+00,-7.210244255103597766e+01,5.213070710267373009e+00,-3.343221591025290707e+00
5.918754951631536088e+00,-7.215543883357680954e+01,5.657028088148955192e+00,-3.436800120390136382e+00
6.035445267950748871e+00,-7.202781572021645218e+01,5.614129791916757206e+00,-2.809336303237374821e+00
6.740288957150578852e+00,-7.224151790935279394e+01,5.559364293328138196e+00,-2.974633042360850688e+00
7.050324016943545047e+00,-7.203127860028885721e+01,5.617798308858452216e+00,-3.122973584734174857e+00
5.009497417339742853e+00,-7.201194610151566167e+01,5.458529135246874553e+00,-2.871892946576461547e+00
5.420089085733815537e+00,-7.196622319417055280e+01,5.115995222454082558e+00,-3.140189483258993164e+00
5.807247185638299669e+00,-7.241468322442626970e+01,5.375222343143571280e+00,-2.704866027559381436e+00
6.137086813393027640e+00,-7.186631154073080552e+01,5.406059614732718011e+00,-3.165423236737343604e+00
5.440515920511116654e+00,-7.218623089238960233e+01,5.359245479452297900e+00,-2.661186144214906513e+00
6.046197896705491459e+00,-7.194756626697166269e+01,5.527731085062724148e+00,-2.737424411224138154e+00
6.152464150938116383e+00,-7.187981706878848343e+01,5.974431440811139638e+00,-3.102404174241326196e+00
6.557555155631773935e+00,-7.201111452087809539e+01,5.885510179084733728e+00,-2.599564752613322316e+00
6.482368712305900615e+00,-7.196481135970172716e+01,5.996577227682347910e+00,-2.689567974530901573e+00
6.225462881014133920e+00,-7.219519147065268783e+01,5.188727631094929293e+00,-2.547535561910386548e+00
5.949799340392351255e+00,-7.233619592081929284e+01,5.671972729058001761e+00,-2.589389037860971854e+00
5.210660771780924350e+00,-7.204457017349815828e+01,5.235821855648881140e+00,-2.864649234589874638e+00
5.535772033594463792e+00,-7.215804240934937752e+01,5.602001407774526598e+00,-3.033508659103260729e+00
5.832023932634479380e+00,-7.205798608830257024e+01,5.113917251427677613e+00,-3.008469546920728543e+00
5.550356531184493569e+00,-7.197240437368118648e+01,5.428872054374625833e+00,-2.918194625501029815e+00
5.457096956929619935e+00,-7.215252117823921196e+01,5.520198870387344137e+00,-3.121011345554418170e+00
5.754165695701250804e+00,-7.191346908441059327e+01,5.591494349674041686e+00,-2.714664898210734201e+00
6.345572633725844902e+00,-7.206204536693415719e+01,5.616061715638842600e+00,-2.582411507187845068e+00
7.183164649889835829e+00,-7.213462843151478410e+01,5.739435307090277938e+00,-2.807751694365266726e+00
5.941695214105306988e+00,-7.206724672673389875e+01,5.242751944651947049e+00,-3.052518942563665405e+00
5.122686672148057951e+00,-7.233121557665599255e+01,5.111260258323873096e+00,-2.771386661864071232e+00
5.841686342174151392e+00,-7.210704491912616731e+01,5.529595103290970926e+00,-3.143481266749576619e+00
6.161771193188221751e+00,-7.200947885315000008e+01,5.808174238268109413e+00,-2.995579533700388541e+00
6.568119569910098932e+00,-7.186445112841806804e+01,5.516845592087417316e+00,-2.689616472525228286e+00
6.775089076421318524e+00,-7.174967525871271334e+01,5.649539376765230436e+00,-3.000561909733848065e+00
5.968652796536911609e+00,-7.199123249167116967e+01,5.799916677400774212e+00,-2.804747854695261111e+00
6.179269265444197856e+00,-7.214554896073464363e+01,5.192836654222476866e+00,-2.516674260460002532e+00
7.019582484844415937e+00,-7.200939223357498520e+01,5.332627689225127199e+00,-2.653660390143261605e+00
6.210534333735511225e+00,-7.202196907113700775e+01,5.354516238152949192e+00,-2.598311747374998149e+00
4.853541867816721478e+00,-7.203050433718763657e+01,5.216630150438934521e+00,-2.888964962751709997e+00
6.692125705966328830e+00,-7.183915938689963809e+01,5.719168207545810567e+00,-2.780453878257282074e+00
5.627355558257560730e+00,-7.170219957120991694e+01,5.759792329042189074e+00,-2.936356455311162073e+00
4.892031683800272646e+00,-7.216269218841237887e+01,5.395597931418221194e+00,-2.928323251779973546e+00
5.799003310551241519e+00,-7.202927768827717614e+01,5.627355824627998437e+00,-2.515861430340112559e+00
6.627954910799215504e+00,-7.189569667075801362e+01,5.783427774543627109e+00,-2.750106862153946174e+00
6.496929409304300407e+00,-7.204606296974560564e+01,5.647712575993603323e+00,-2.835134914123018657e+00
5.984717507644202072e+00,-7.171937912106415070e+01,5.505414002344647173e+00,-2.630589244258677351e+00
5.333541067871993668e+00,-7.213290771962228121e+01,5.383214331771545069e+00,-2.613670490428935622e+00
6.175105912456266388e+00,-7.181064902454997423e+01,5.640326059336946862e+00,-2.848736835503759224e+00
5.887869396908675057e+00,-7.233877201687995750e+01,5.601033088213656086e+00,-3.005308408393878583e+00
5.716852411636884845e+00,-7.203813890117112351e+01,5.969348319112056878e+00,-2.891284269221795267e+00
5.465231057304857920e+00,-7.211102614346719974e+01,5.832516053375882414e+00,-2.854320331334495808e+00
6.021100473718072443e+00,-7.215221443008103108e+01,5.784437985697260309e+00,-2.852384650836979674e+00
6.349956398551466208e+00,-7.199151158489303270e+01,5.404894509653617618e+00,-2.720080904759781149e+00
5.878033512446063646e+00,-7.200401458570685520e+01,6.122230771294661977e+00,-3.051977099778103497e+00
5.445394887590996547e+00,-7.212066758564922964e+01,5.755537439524537113e+00,-3.226081995598657493e+00
6.104086704546927145e+00,-7.195964457627036381e+01,5.398770340192111661e+00,-2.702099851922624474e+00
6.312267979362473191e+00,-7.216849070623042905e+01,5.718334296397645566e+00,-2.742732709275589542e+00
6.293620343953882035e+00,-7.208174425132564522e+01,5.831280772861572537e+00,-3.310868015180855384e+00
6.019189275210794499e+00,-7.189193096022226825e+01,5.743267050283456854e+00,-2.696647771728444276e+00
