ra,dec,pmra,pmdec
7.878983037710968063e+01,-6.903155289244270421e+01,1.402746750582152480e+00,-2.769340225850783210e-01
7.870680775035260979e+01,-6.903362904194366934e+01,1.846389784546265567e+00,1.965414817734109643e-01
7.879998025305985720e+01,-6.901643083269343038e+01,2.033096294873321774e+00,-6.489089829122218767e-01
7.874165077438358651e+01,-6.903158132177173911e+01,2.185993529161414539e+00,-1.246740687545098147e-01
7.871194913335102683e+01,-6.903845784396210661e+01,2.623069589893554099e+00,6.274260655104703099e-01
7.875268942587760534e+01,-6.904019239050992951e+01,1.947350932781299448e+00,7.653525864088706054e-01
7.870152790514674734e+01,-6.903133196481741152e+01,1.426532140535550885e+00,-2.154021438865710847e-01
7.875973248583689212e+01,-6.905558607811114769e+01,2.297596389651360038e+00,-3.419113650348258870e-01
7.877391290423688019e+01,-6.901894273966279059e+01,2.653835100157272642e+00,-5.615557746264258077e-01
7.883961476220719078e+01,-6.903424880611868275e+01,1.078964549137710893e+00,5.784732981677298547e-01
7.878315789639448496e+01,-6.902343947519318590e+01,8.447802774204137277e-01,1.499613603329605915e-01
7.885953359465919732e+01,-6.901329279805484873e+01,7.482486046456903184e-01,9.039517646999916112e-01
7.877132647496594586e+01,-6.900197004783638022e+01,1.838378528994647487e+00,3.192503187810394882e-01
7.879176873306060713e+01,-6.901875770480957328e+01,1.552373723046540643e+00,-1.104258789350217040e-01
7.881372997834610317e+01,-6.900016637210619308e+01,1.612789025247664876e+00,1.183431580475291511e-02
7.875212201047433780e+01,-6.902975037839519246e+01,2.193886345577630070e+00,1.490702577601712875e+00
7.864863430446733616e+01,-6.901388753684398125e+01,1.814532330235059776e+00,-2.432119063214171206e-01
7.868407471747319448e+01,-6.902045891764993257e+01,2.674759179451659197e+00,4.057057024732904082e-01
7.889094826409228745e+01,-6.903352659533170765e+01,1.607049891579529932e+00,6.557990072458552699e-03
7.882339265856045074e+01,-6.901587912074442954e+01,1.323911890030295968e+00,-1.200739894136080288e-01
7.875350367597793877e+01,-6.897359459175348206e+01,2.197134061971144359e+00,1.327121269936987202e-02
7.873176751738094481e+01,-6.906139155555344189e+01,8.421368045545616354e-01,8.084065252454875061e-01
7.872231720113785514e+01,-6.905039704070055961e+01,1.183291462040018338e+00,-3.217994275125912740e-01
7.873652340907189284e+01,-6.900903199997252102e+01,1.454749285637280343e+00,4.434465219728078167e-01
7.877510829405711945e+01,-6.906504989277863160e+01,1.455114008387066837e+00,7.860808426658860704e-01
7.874742350672612190e+01,-6.896988153186232751e+01,2.665041377390264810e+00,1.309378996592698297e-01
7.883630590867187493e+01,-6.906319991536561531e+01,2.232343288981176954e+00,8.162352302171568263e-01
7.864976039076530867e+01,-6.903600983023588356e+01,2.462982342127242763e+00,1.669835835772548460e-01
7.871940603796188896e+01,-6.899777853162750318e+01,2.362743089642098671e+00,-1.103920882389306524e-01
7.859593884282202225e+01,-6.902862233527376645e+01,2.009676573051943471e+00,-3.313703940331370057e-01
7.875723566854422586e+01,-6.901660890098045797e+01,1.758191151196300650e+00,-1.079712312408813268e+00
7.874344114338296663e+01,-6.900652085103293132e+01,2.448563688220807943e+00,4.769434826352519363e-01
7.873651282844487298e+01,-6.906121836882647358e+01,2.602027633299226483e+00,-4.236127643811436472e-01
7.878909232087151793e+01,-6.902564371175475344e+01,2.006303839945191569e+00,1.429992527775390210e+00
7.868895403536998856e+01,-6.906278082648944405e+01,1.762084581039279341e+00,7.582399291593517887e-01
7.873989870356251686e+01,-6.905285652870188073e+01,2.753435533320993223e+00,4.561561182197158004e-01
7.868250224277063865e+01,-6.901922675601721835e+01,1.285489309775340594e+00,3.324130783495553021e-01
7.880682122820661561e+01,-6.907552955283175322e+01,1.599628119797633197e+00,-5.734773806413486774e-01
7.879585715794817702e+01,-6.906202007329488879e+01,1.826566952049006431e+00,4.603328673385570502e-01
7.867028980300227659e+01,-6.903535587130996021e+01,2.621932409088394866e+00,-4.274779685634355619e-02
7.870019307722442647e+01,-6.899927276546075916e+01,1.295581479877059294e+00,7.975617732007611593e-03
7.888464750103835854e+01,-6.899431203180873240e+01,2.257670895355116336e+00,3.229001962539118087e-01
7.877116164805985932e+01,-6.902291304742774969e+01,7.334476592218119873e-01,-4.843596219533948810e-01
7.875998367905943098e+01,-6.900240600935211432e+01,1.193878387856496914e+00,1.118800207637780986e+00
7.869378903063824282e+01,-6.903418301208209584e+01,1.641721883412210259e+00,7.710456806426517762e-01
7.878645423667042280e+01,-6.904652798989785367e+01,1.256309699527039525e+00,-2.952242825292384909e-01
7.882925714570012588e+01,-6.904568370649309372e+01,2.684882133484147726e+00,1.724730061561638994e-01
7.868101227748444160e+01,-6.901704022638791969e+01,2.456466952736267473e+00,-1.158079491850301790e-01
7.875838886160639163e+01,-6.899017484593007055e+01,2.215148093351291259e+00,-2.936989621642733805e-01
7.866587529779634735e+01,-6.905564510405756096e+01,1.702620826300929924e+00,4.795630863327027815e-01
7.881677654023992829e+01,-6.899502057300601621e+01,2.288144885690795771e+00,-3.621417456617768149e-01
7.877082206995945057e+01,-6.903956555476656831e+01,2.992733869410015402e+00,-3.788049054861443721e-01
7.871724623239813923e+01,-6.902524839898335074e+01,1.585985901892880579e+00,-4.924827021958922968e-01
7.887638081304326931e+01,-6.906609807162887193e+01,1.478730658146639731e+00,-5.401917320041860204e-01
7.866566944568195652e+01,-6.902323190470934833e+01,1.976666890775619745e+00,-7.629510133619612500e-01
7.877053187366560394e+01,-6.901780626958341713e+01,2.207628881941414711e+00,5.712230420409818432e-01
7.882817769202544866e+01,-6.906955715044057342e+01,2.451691724397769168e+00,8.238905279284403083e-02
7.861974430148643478e+01,-6.902292079140806891e+01,1.783457559385042135e+00,2.409394333140073008e-01
7.874215696191032521e+01,-6.904038654543532516e+01,2.343256554121528445e+00,9.284729690539127445e-01
7.874673612516545518e+01,-6.902680668650951645e+01,2.331554335119294663e+00,-3.118335569997526813e-01
7.870673341997203920e+01,-6.902712631224582651e+01,1.258128869785268833e+00,-5.251663555234150627e-01
7.865091770973701557e+01,-6.905030639022218963e+01,1.426363935321125487e+00,2.757663687636228156e-01
7.878550439818977225e+01,-6.904377772736360441e+01,1.291723366771640791e+00,1.290189418505163776e-01
7.883600514881315746e+01,-6.900178545833799149e+01,3.056919121066159484e+00,8.167502308518078680e-01
7.875148826071824715e+01,-6.903282727460671708e+01,2.141319941832980689e+00,8.433335191794006924e-01
7.880215286172533240e+01,-6.904209779438428995e+01,1.187289716777214732e+00,1.082742869297085742e+00
7.880182114795475457e+01,-6.905039958486892715e+01,2.947163137461415339e+00,1.112157978120360546e-01
7.878890528342320465e+01,-6.903063534496759246e+01,1.019621631588097044e+00,-4.250468775549575140e-01
7.885882586875924005e+01,-6.906389837761341255e+01,1.302069010201267085e+00,-2.121557769301863350e-01
7.870378019207946352e+01,-6.903949892050846415e+01,2.607493497397511462e+00,1.592302245486730605e+00
7.873451142250510770e+01,-6.899482866029958927e+01,1.682313635446082367e+00,-7.421572950572450367e-01
7.878949387038376528e+01,-6.902085764272439405e+01,9.694301642791919305e-01,3.123697775242985086e-01
7.879665339492750320e+01,-6.901785604423055531e+01,2.319726077358356342e+00,9.996227421421977066e-02
7.870814733613322289e+01,-6.903912468007968073e+01,1.027182558208683760e+00,-2.755385422833603881e-01
7.873215985145475315e+01,-6.902903091949352188e+01,2.654669135371497291e+00,1.762965487428792555e-01
7.868228595948198745e+01,-6.900857353309687880e+01,1.984428500865739409e+00,4.363414463236564012e-01
7.876363569464368197e+01,-6.904112955910387939e+01,2.136522436290155369e+00,-5.066680287050183695e-01
7.879781192367106257e+01,-6.903202335240870013e+01,2.353335397915659044e+00,-5.777305246316716270e-01
7.871971183897690594e+01,-6.902417207844176517e+01,2.856150129206174615e+00,7.587186724025796192e-02
7.878971613077351321e+01,-6.902389435195665612e+01,2.057317393364818336e+00,1.231130907591729606e+00
7.883629870040847720e+01,-6.900600070512676609e+01,1.744168660021538253e+00,1.421060461563356192e+00
7.883219823552053640e+01,-6.901589550115447480e+01,1.775813726077231092e+00,3.506530903091072959e-01
7.876868658628740150e+01,-6.902534850795095167e+01,2.083894714074684185e+00,8.715878767681861650e-01
7.876777233971596104e+01,-6.901231762822126825e+01,1.318860008915070159e+00,9.613549977466373520e-01
7.879269925336421920e+01,-6.905994582074777099e+01,1.338884924992772119e+00,1.283725076085928118e-01
7.871774106177430497e+01,-6.903977531308578364e+01,9.480631050270895699e-01,1.144996503352200934e+00
7.879354886480743403e+01,-6.905744110749523657e+01,2.569296903764075157e+00,8.101816534887976706e-01
7.870909658658612784e+01,-6.899150601637494162e+01,5.476326471853255606e-01,2.213549870182950907e-01
7.872886066777891756e+01,-6.906181182745098113e+01,2.379933702693849185e+00,-1.486245188561896580e-02
7.861840475147458562e+01,-6.900889468023092377e+01,2.751921589305176941e+00,-3.609217917018973654e-01
7.882499478290151274e+01,-6.905203342522712262e+01,1.845906273775513418e+00,-8.833561976013938333e-01
7.889743836870425753e+01,-6.902606187762023637e+01,1.855378579677574802e+00,-1.003743478278983359e-01
7.875681871700702175e+01,-6.905929233811458801e+01,2.009618686817624233e+00,9.562246223654128352e-01
7.889778018242014923e+01,-6.902087664913983645e+01,1.521809887797591854e+00,-4.941677296915719664e-02
7.877564301218789922e+01,-6.905325028858314340e+01,1.719707739350176068e+00,1.514305165656030794e-01
7.885215677971854120e+01,-6.904385369888836976e+01,8.962317288209878940e-01,1.529318862114051325e-02
7.870954502957330590e+01,-6.906494402769281749e+01,1.175217966037696682e+00,2.471068154609258050e-01
7.885275811555374048e+01,-6.902394500333078042e+01,1.843889446374020746e+00,1.173918250168797472e+00
7.879023486791587061e+01,-6.901652445687459192e+01,1.718392662749426147e+00,-2.514271069149862647e-01
7.868294085935224302e+01,-6.904969971928558437e+01,1.589486178130912641e+00,8.209448116981944432e-01
7.869706046570155422e+01,-6.897963854702692288e+01,2.558464771466056664e+00,4.807289318766750918e-01
7.878555336538359199e+01,-6.903274581062498783e+01,2.952258176901584541e+00,1.467840593933695814e+00
7.881648011844474411e+01,-6.903316710488138597e+01,2.448132694950045263e+00,4.277405448122270082e-01
7.877546327527892345e+01,-6.900618925515877322e+01,2.828095534914005338e+00,6.677780367679791995e-01
7.878013095136394384e+01,-6.901940180722002083e+01,2.697434555641526455e+00,8.847485856251582348e-01
7.883272973737710743e+01,-6.899719687308098059e+01,2.704610237197035971e+00,-4.957543320159064626e-01
7.875850061908266753e+01,-6.904536397145545834e+01,1.770673255352158471e+00,6.854110788041806179e-01
7.870146691506285208e+01,-6.902373611433185374e+01,2.012233000660150317e+00,-7.963604800812129625e-01
7.876804660712591044e+01,-6.906013113916698387e+01,1.999131310797995109e+00,1.672208943014270588e-01
7.879710657172934418e+01,-6.908218295832838862e+01,2.088251146420295523e+00,3.058594439727964076e-01
7.876659510390767593e+01,-6.905835915243524425e+01,8.860142207103050005e-01,4.430696147281644182e-01
7.875628913217937566e+01,-6.905552792262929529e+01,1.215733403525867562e+00,7.745832069426314415e-02
7.873385889356069356e+01,-6.904396490332074166e+01,1.784953281625407229e+00,-1.902977829871350945e-01
7.875256023147198903e+01,-6.900150404938258930e+01,2.464418701744044871e+00,5.514794607817306016e-01
7.875600834729209510e+01,-6.901885007001064309e+01,9.420204199478628970e-01,9.538556017163871692e-01
7.871781072488556674e+01,-6.901104616273647707e+01,2.050628810795934509e+00,1.834064824964296569e-01
7.868897704250990444e+01,-6.903876890956767909e+01,9.729560258309337684e-01,3.922726581598635631e-01
7.869611451864928142e+01,-6.900798692621927444e+01,2.699569552540844075e+00,-3.662730788939051463e-01
7.883516021770286386e+01,-6.904702281774596884e+01,1.986791044901621506e+00,-7.777251139549522518e-01
7.873392560552035491e+01,-6.904886381761352254e+01,8.664279778801617926e-01,6.756924020871823977e-01
7.869825190185036945e+01,-6.903863554299546479e+01,1.481312978242657952e+00,-1.499621551400392994e-02
7.864799868161398422e+01,-6.902659852908676896e+01,2.426119516906879436e+00,7.344565947576624509e-01
7.869107688456458050e+01,-6.904120381530989903e+01,1.785669782631036373e+00,1.358949337548380765e+00
7.883698704938639423e+01,-6.903849895060544384e+01,1.493902088789043514e+00,-1.058402159741707926e+00
7.877526512543651904e+01,-6.901964186872940843e+01,3.434163875745891215e+00,8.541818823775426672e-02
7.874767925900616206e+01,-6.902515106770879072e+01,1.758114798867975725e+00,8.103872563862450917e-01
7.869199384931461339e+01,-6.903134696133855641e+01,2.522299294102357869e+00,4.138174369658494944e-01
7.867415307381229184e+01,-6.900171723362781506e+01,9.677641936390299904e-01,2.221145912733295535e-01
7.863401969862373164e+01,-6.898311871174553289e+01,1.435611656138643610e+00,1.992234619182228772e-01
7.883301553205070888e+01,-6.899163789360481758e+01,1.287021999214244206e+00,-1.359488134167747275e-01
7.872578393091687587e+01,-6.902820406438419809e+01,1.258790460659038102e+00,2.765034054120307783e-01
7.889615711946774468e+01,-6.904612225446297202e+01,1.349385296813977675e+00,-5.056913128750216702e-01
7.873566276884378112e+01,-6.901583857818992840e+01,1.200101147846324601e+00,7.890869293540656582e-01
7.872994784702007109e+01,-6.898665492250930242e+01,2.067381185163243096e+00,-7.288968676710390060e-01
7.881922158192999461e+01,-6.904239990692055073e+01,1.771626676831490776e+00,6.709784421040692060e-01
7.875326842211123335e+01,-6.902118913264492051e+01,1.207102424615378089e+00,3.904920932874006434e-01
7.866643843977566064e+01,-6.904570468889546930e+01,1.220311906665758839e+00,7.531008377678142240e-01
7.874120614453505596e+01,-6.904610308910118022e+01,2.547044716494450967e+00,4.218326877317918333e-01
7.880822724495379816e+01,-6.902326985711027874e+01,2.059876751676005924e+00,5.080834126506321713e-01
7.882564765626779035e+01,-6.902028236530796335e+01,2.583183211419003200e+00,-6.095566986648564001e-01
7.879243286263000812e+01,-6.898522650593447736e+01,1.211939614571383439e+00,1.430069938303442090e-01
7.879952803407734052e+01,-6.903809675823121950e+01,4.272446868407582254e-01,3.548856832683562890e-01
7.878485861793558342e+01,-6.900442789126063303e+01,1.348686096569907900e+00,4.370523757026134604e-02
7.879928397459187295e+01,-6.902516705072764580e+01,2.068823212106371656e+00,1.144842130489867715e+00
7.874769089843694303e+01,-6.901910627427403710e+01,1.570274470670244504e+00,1.535340798857607769e+00
7.878387643303399557e+01,-6.900999759004338330e+01,1.436445610052749844e+00,-4.447295946260886867e-01
7.876624087768333027e+01,-6.903300672571248242e+01,2.674421110964414261e+00,-4.490890687866944120e-01
7.878439704388857479e+01,-6.903586955395194025e+01,1.824959832104597446e+00,1.719164817768552012e-01
7.871688218927138792e+01,-6.903911293629545298e+01,2.218431074305974526e+00,-4.066807250633139303e-01
7.873736305862425411e+01,-6.902366090545542932e+01,2.207826224083970335e+00,8.306155894574038800e-01
7.870480056147647474e+01,-6.900743505566462943e+01,2.203659748622530223e+00,-3.189660305247860039e-02
7.872820681931551690e+01,-6.903210760848287464e+01,1.525870582271245945e+00,-1.181382818272042057e-02
7.871663682565674947e+01,-6.900277095723492948e+01,1.347138049229201995e+00,6.251502779691766598e-01
7.861613363238402030e+01,-6.903529026203216290e+01,1.312872264499770125e+00,4.131341635009864177e-01
7.868207653807691315e+01,-6.899550195350190052e+01,1.617376764959976621e+00,-4.793705351166063222e-01
7.872542764673050897e+01,-6.901800633198516266e+01,1.979637615054924638e+00,-9.341103622540543050e-01
7.872443811576032147e+01,-6.902433199522958773e+01,2.280731244896352372e+00,-2.417087794617991392e-01
7.877989565526733884e+01,-6.897145667971223304e+01,1.443423348538211970e+00,4.032299213491619128e-02
7.875075250745997835e+01,-6.901570845889730776e+01,3.321713307383118430e-01,1.568721023206302023e-01
7.875179527818093561e+01,-6.902303751441533564e+01,3.189462828560850838e+00,-1.685663959970784553e-01
7.875503305239097074e+01,-6.902597591928534371e+01,1.454110278919808374e+00,9.496596141398679913e-01
7.871996555329553757e+01,-6.897386886220445490e+01,1.564889051927812691e+00,5.200138753277073755e-01
7.863698254706818602e+01,-6.906583884833612785e+01,2.156115559419553129e+00,-1.280586331133275468e-01
7.877878744518294241e+01,-6.904301364201430147e+01,1.890996890956385235e+00,5.951144850544139997e-01
7.870545834748106984e+01,-6.904606802426610557e+01,1.673155067033207599e+00,8.304236450973287997e-01
7.877865228937412212e+01,-6.901029018835225770e+01,1.387483231121148242e+00,9.670716406958668188e-01
7.886278062574702119e+01,-6.902304083348131769e+01,1.842497500333738492e+00,1.283482688492516122e+00
7.876986985717762479e+01,-6.903548848035121921e+01,1.779575868017335916e+00,-6.096315442345078273e-01
7.884053496195912203e+01,-6.903302248762642535e+01,2.334692761941545847e+00,-1.007756410046262152e-01
7.870928203877984686e+01,-6.905084185082935733e+01,2.540565298625204527e+00,5.244444778162060672e-02
7.872004889291592633e+01,-6.904488904157385321e+01,2.995855176722060698e+00,3.598953444537883462e-01
7.873083454519384361e+01,-6.906544385104884043e+01,1.313171751364730078e+00,-5.489846806418592351e-01
7.870956074736214703e+01,-6.903034584203749091e+01,2.538097800497084666e+00,-2.104144907901387973e-01
7.870116529234314839e+01,-6.904188764289096980e+01,2.401587316151168938e+00,-7.895736347599513483e-01
7.869213502260593884e+01,-6.898583336211974881e+01,1.220864098057632186e+00,-3.994784408325244285e-02
7.868587649918420368e+01,-6.901240341069117790e+01,1.872749865608134057e+00,1.355656477850335051e+00
7.885693717797499858e+01,-6.903695678112407563e+01,1.184442032175576642e+00,2.102938171746480123e-01
7.874528347079692026e+01,-6.906112526497909698e+01,2.484276932598085796e+00,-1.073037456517332289e-01
7.869636423447538220e+01,-6.901520790985982501e+01,2.412988359499928848e+00,-1.102289929202079133e+00
7.879092315308604100e+01,-6.903483114178821722e+01,8.292518652370050036e-01,-7.784977407255261328e-02
7.883950384610125184e+01,-6.903817349969627060e+01,2.385217481383898441e+00,4.549615943084402980e-01
7.870340313962351786e+01,-6.900955728627857866e+01,1.631723053083414143e+00,1.473591507586052174e+00
7.871945803245651518e+01,-6.910502444704712843e+01,1.725803699399731883e+00,1.161564608421478129e-02
7.888733493737213109e+01,-6.898589338186081932e+01,1.566218233925111614e+00,6.628748046805077454e-03
7.881026092628476931e+01,-6.902797953497390893e+01,2.192141134479527409e+00,1.133434972389351536e+00
7.882165390086892387e+01,-6.903717533558942421e+01,2.744709333228255055e+00,5.326183119557574841e-01
7.880705255750082472e+01,-6.900220771263815323e+01,6.921920942246193587e-01,1.493874534378530072e-01
7.880215377096838836e+01,-6.903267461557038587e+01,1.179277826715118493e+00,8.134698283025649790e-01
7.889580992375248059e+01,-6.900781083837075869e+01,1.854235078197249642e+00,5.192575304073239195e-01
7.876185425206335822e+01,-6.904628962538066617e+01,1.796263567359648761e+00,1.351782987437544215e-01
7.880564676081063169e+01,-6.904158427321215186e+01,1.789435549705324036e+00,7.329772933153970715e-01
7.887183771165396706e+01,-6.899322216627301430e+01,1.286410319415578929e+00,9.492043970051355917e-02
7.884088027935490572e+01,-6.899737826426319032e+01,1.908752069159493026e+00,6.859867949984806978e-01
7.874684009051350131e+01,-6.902259892516234174e+01,1.308532795551957895e+00,-2.713627638606161963e-01
7.881475341301846527e+01,-6.902387662379530298e+01,1.423638135624224033e+00,1.105951167157169235e-01
7.874569461487007516e+01,-6.900942896456363940e+01,2.153465920136372169e+00,-3.937511359159461821e-01
7.881117115661831463e+01,-6.901200600830220822e+01,1.181378894589736550e+00,2.367644784552558335e-02
7.880190836270895716e+01,-6.901824289129115186e+01,1.932809570275363154e+00,1.558667516399000252e+00
7.881052307545476765e+01,-6.904843818680316758e+01,2.667850799518950211e+00,3.340885761887321115e-01
7.872864914726895336e+01,-6.904921445084745812e+01,2.443917146836338983e+00,9.347918476188311621e-01
7.878234436766366855e+01,-6.898278692432528203e+01,1.385288792916905543e+00,2.202040463048446917e-01
7.879732084024502115e+01,-6.903056167701222989e+01,2.685414340201560002e+00,-1.151258650665865524e+00
